customer_id,time,interaction,conversion,conversion_value,channel
A000112,2018-07-23T10:40:46Z,impression,0,0,Online Video
A000112,2018-07-24T16:41:44Z,impression,0,0,Facebook
A000112,2018-07-30T14:02:41Z,impression,0,0,Facebook
A000112,2018-07-03T08:48:10Z,impression,0,0,Facebook
A000112,2018-07-20T19:58:08Z,impression,0,0,Paid Search
A000113,2018-07-04T22:39:45Z,impression,0,0,Instagram
A000113,2018-07-12T16:39:36Z,impression,0,0,Paid Search
A000113,2018-07-29T23:01:08Z,impression,0,0,Online Display
A000113,2018-07-14T19:13:46Z,impression,0,0,Facebook
A000113,2018-07-26T22:21:34Z,impression,0,0,Online Video
A000113,2018-07-29T21:37:06Z,impression,0,0,Online Video
A000114,2018-07-07T09:12:04Z,impression,0,0,Facebook
A000114,2018-07-11T20:52:07Z,impression,0,0,Paid Search
A000114,2018-07-08T15:22:18Z,impression,0,0,Online Video
A000114,2018-07-30T13:52:19Z,impression,0,0,Facebook
A000114,2018-07-27T13:18:26Z,impression,0,0,Facebook
A000114,2018-07-02T11:22:22Z,impression,0,0,Online Display
A000114,2018-07-04T11:05:39Z,impression,0,0,Paid Search
A000114,2018-07-31T10:19:50Z,impression,0,0,Instagram
A000114,2018-07-03T11:38:12Z,impression,0,0,Paid Search
A000114,2018-07-08T17:39:38Z,impression,0,0,Facebook
A000114,2018-07-15T08:52:03Z,impression,0,0,Online Display
A000115,2018-07-08T22:49:32Z,impression,0,0,Facebook
A000115,2018-07-31T09:33:33Z,impression,0,0,Facebook
A000115,2018-07-27T15:02:45Z,impression,0,0,Online Video
A000115,2018-07-04T09:52:31Z,impression,0,0,Instagram
A000115,2018-07-25T19:05:06Z,impression,0,0,Facebook
A000115,2018-07-18T18:04:58Z,impression,0,0,Facebook
A000116,2018-07-12T10:46:38Z,impression,0,0,Online Display
A000116,2018-07-28T12:44:00Z,impression,0,0,Paid Search
A000116,2018-07-10T07:44:54Z,impression,0,0,Facebook
A000116,2018-07-09T12:37:00Z,impression,0,0,Paid Search
A000116,2018-07-27T09:56:47Z,impression,0,0,Facebook
A000117,2018-07-12T08:02:03Z,impression,0,0,Facebook
A000117,2018-07-01T18:26:24Z,impression,0,0,Online Display
A000117,2018-07-19T13:04:16Z,impression,0,0,Paid Search
A000117,2018-07-04T10:51:50Z,impression,0,0,Paid Search
A000117,2018-07-03T07:09:55Z,impression,0,0,Instagram
A000117,2018-07-01T18:58:03Z,impression,0,0,Online Display
A000117,2018-07-17T16:26:05Z,impression,0,0,Instagram
A000117,2018-07-09T22:33:00Z,impression,0,0,Online Video
A000117,2018-07-14T14:32:19Z,impression,0,0,Paid Search
A000117,2018-07-19T08:12:37Z,conversion,1,5.5,Online Display
A000117,2018-07-15T16:20:48Z,impression,0,0,Online Display
A000118,2018-07-22T12:23:46Z,impression,0,0,Paid Search
A000118,2018-07-06T07:53:20Z,impression,0,0,Facebook
A000118,2018-07-07T20:44:34Z,impression,0,0,Facebook
A000118,2018-07-22T12:52:36Z,impression,0,0,Online Display
A000118,2018-07-08T15:28:00Z,impression,0,0,Paid Search
A000118,2018-07-14T00:27:00Z,impression,0,0,Facebook
A000119,2018-07-14T15:41:44Z,impression,0,0,Paid Search
A000119,2018-07-07T15:38:33Z,impression,0,0,Paid Search
A000119,2018-07-02T13:58:41Z,impression,0,0,Facebook
A000120,2018-07-04T09:15:39Z,impression,0,0,Instagram
A000120,2018-07-17T13:20:55Z,impression,0,0,Online Display
A000120,2018-07-22T10:18:40Z,impression,0,0,Facebook
A000120,2018-07-25T23:18:23Z,impression,0,0,Facebook
A000120,2018-07-14T21:43:18Z,impression,0,0,Online Video
A000120,2018-07-17T17:57:05Z,impression,0,0,Paid Search
A000121,2018-07-12T18:30:27Z,impression,0,0,Online Display
A000121,2018-07-16T19:28:52Z,impression,0,0,Facebook
A000121,2018-07-11T12:36:42Z,impression,0,0,Online Display
A000121,2018-07-10T22:26:18Z,impression,0,0,Facebook
A000121,2018-07-08T12:24:58Z,impression,0,0,Paid Search
A000121,2018-07-26T14:38:02Z,impression,0,0,Facebook
A000121,2018-07-08T14:34:23Z,impression,0,0,Facebook
A000121,2018-07-04T17:15:26Z,impression,0,0,Facebook
A000121,2018-07-30T07:19:26Z,impression,0,0,Instagram
A000121,2018-07-09T10:58:31Z,conversion,1,5.5,Online Video
A000121,2018-07-14T10:28:04Z,impression,0,0,Online Display
A000122,2018-07-19T17:14:20Z,impression,0,0,Facebook
A000122,2018-07-29T18:58:20Z,impression,0,0,Online Video
A000122,2018-07-12T13:16:15Z,impression,0,0,Paid Search
A000122,2018-07-29T09:26:51Z,impression,0,0,Facebook
A000122,2018-07-03T21:48:47Z,impression,0,0,Paid Search
A000122,2018-07-01T20:23:11Z,impression,0,0,Facebook
A000122,2018-07-25T22:20:54Z,impression,0,0,Facebook
A000122,2018-07-01T18:08:22Z,impression,0,0,Online Display
A000122,2018-07-07T17:51:52Z,impression,0,0,Paid Search
A000123,2018-07-11T09:39:26Z,impression,0,0,Paid Search
A000123,2018-07-10T12:17:53Z,impression,0,0,Instagram
A000123,2018-07-30T09:54:49Z,impression,0,0,Facebook
A000123,2018-07-16T16:12:39Z,impression,0,0,Online Video
A000123,2018-07-11T16:28:24Z,impression,0,0,Paid Search
A000123,2018-07-01T15:27:16Z,impression,0,0,Paid Search
A000123,2018-07-21T21:41:31Z,impression,0,0,Paid Search
A000123,2018-07-09T14:13:23Z,impression,0,0,Facebook
A000123,2018-07-29T10:08:48Z,impression,0,0,Paid Search
A000123,2018-07-28T21:00:43Z,impression,0,0,Online Display
A000123,2018-07-28T18:28:51Z,impression,0,0,Online Display
A000124,2018-07-25T08:31:41Z,impression,0,0,Facebook
A000124,2018-07-29T12:06:35Z,impression,0,0,Online Video
A000124,2018-07-15T07:24:49Z,impression,0,0,Facebook
A000124,2018-07-02T01:44:25Z,impression,0,0,Online Video
A000124,2018-07-25T10:32:32Z,impression,0,0,Online Display
A000124,2018-07-04T23:57:18Z,impression,0,0,Facebook
A000124,2018-07-05T12:29:09Z,impression,0,0,Paid Search
A000124,2018-07-08T08:21:24Z,impression,0,0,Online Video
A000124,2018-07-16T08:28:29Z,conversion,1,7.5,Paid Search
A000124,2018-07-19T19:54:57Z,impression,0,0,Facebook
A000125,2018-07-26T09:11:09Z,impression,0,0,Facebook
A000125,2018-07-21T18:52:33Z,impression,0,0,Online Video
A000125,2018-07-30T13:07:54Z,impression,0,0,Facebook
A000125,2018-07-27T00:49:08Z,impression,0,0,Facebook
A000125,2018-07-14T13:25:57Z,impression,0,0,Paid Search
A000125,2018-07-18T17:37:32Z,impression,0,0,Paid Search
A000125,2018-07-27T19:43:18Z,impression,0,0,Facebook
A000125,2018-07-04T19:01:19Z,impression,0,0,Online Video
A000125,2018-07-19T19:36:11Z,impression,0,0,Online Video
A000125,2018-07-12T14:30:32Z,impression,0,0,Paid Search
A000125,2018-07-04T02:58:27Z,impression,0,0,Online Display
A000125,2018-07-05T10:03:47Z,impression,0,0,Instagram
A000126,2018-07-06T15:59:33Z,impression,0,0,Instagram
A000126,2018-07-16T10:14:30Z,impression,0,0,Paid Search
A000126,2018-07-23T09:05:26Z,impression,0,0,Facebook
A000126,2018-07-12T18:29:07Z,impression,0,0,Paid Search
A000126,2018-07-20T10:51:21Z,impression,0,0,Online Video
A000126,2018-07-26T17:21:10Z,impression,0,0,Facebook
A000126,2018-07-08T20:48:04Z,impression,0,0,Facebook
A000127,2018-07-11T19:21:57Z,impression,0,0,Instagram
A000127,2018-07-24T13:55:01Z,impression,0,0,Facebook
A000127,2018-07-24T05:46:53Z,impression,0,0,Paid Search
A000127,2018-07-29T18:30:31Z,impression,0,0,Facebook
A000127,2018-07-18T09:20:16Z,impression,0,0,Online Video
A000127,2018-07-17T08:35:52Z,impression,0,0,Facebook
A000128,2018-07-26T14:13:15Z,impression,0,0,Online Display
A000128,2018-07-18T12:11:22Z,impression,0,0,Instagram
A000128,2018-07-09T07:58:58Z,impression,0,0,Online Display
A000128,2018-07-07T23:49:33Z,impression,0,0,Facebook
A000128,2018-07-04T10:49:36Z,impression,0,0,Facebook
A000128,2018-07-03T23:17:51Z,impression,0,0,Paid Search
A000128,2018-07-28T12:37:20Z,impression,0,0,Paid Search
A000128,2018-07-26T11:14:00Z,impression,0,0,Facebook
A000129,2018-07-19T18:34:44Z,conversion,1,5,Online Video
A000129,2018-07-17T14:01:14Z,impression,0,0,Online Display
A000129,2018-07-20T19:46:00Z,impression,0,0,Online Video
A000129,2018-07-17T15:02:56Z,impression,0,0,Paid Search
A000129,2018-07-21T21:16:28Z,impression,0,0,Instagram
A000129,2018-07-21T19:10:52Z,impression,0,0,Online Video
A000129,2018-07-02T18:14:07Z,impression,0,0,Online Video
A000129,2018-07-13T08:47:55Z,impression,0,0,Online Video
A000130,2018-07-23T16:57:24Z,impression,0,0,Online Video
A000130,2018-07-01T20:18:55Z,impression,0,0,Facebook
A000130,2018-07-16T15:58:35Z,impression,0,0,Facebook
A000130,2018-07-24T08:51:01Z,impression,0,0,Paid Search
A000130,2018-07-07T14:12:02Z,impression,0,0,Paid Search
A000130,2018-07-04T16:27:42Z,impression,0,0,Paid Search
A000130,2018-07-11T05:39:58Z,impression,0,0,Facebook
A000130,2018-07-31T10:28:55Z,impression,0,0,Facebook
A000130,2018-07-22T21:45:51Z,impression,0,0,Online Video
A000130,2018-07-16T17:09:20Z,impression,0,0,Paid Search
A000130,2018-07-13T07:09:07Z,impression,0,0,Instagram
A000130,2018-07-02T13:34:34Z,impression,0,0,Online Display
A000130,2018-07-29T08:44:44Z,impression,0,0,Facebook
A000130,2018-07-23T17:34:44Z,impression,0,0,Facebook
A000131,2018-07-02T10:08:11Z,impression,0,0,Instagram
A000131,2018-07-07T10:58:41Z,impression,0,0,Paid Search
A000131,2018-07-06T09:05:28Z,impression,0,0,Facebook
A000131,2018-07-15T01:12:55Z,impression,0,0,Facebook
A000131,2018-07-23T10:24:20Z,impression,0,0,Facebook
A000131,2018-07-25T22:18:07Z,impression,0,0,Online Video
A000131,2018-07-10T12:39:40Z,impression,0,0,Paid Search
A000131,2018-07-17T12:46:02Z,impression,0,0,Online Display
A000131,2018-07-13T09:52:09Z,impression,0,0,Instagram
A000131,2018-07-16T08:13:52Z,impression,0,0,Online Video
A000131,2018-07-28T10:19:24Z,impression,0,0,Online Display
A000131,2018-07-14T16:45:17Z,impression,0,0,Paid Search
A000132,2018-07-11T19:18:27Z,impression,0,0,Online Video
A000132,2018-07-20T17:30:47Z,impression,0,0,Instagram
A000132,2018-07-21T07:25:05Z,impression,0,0,Instagram
A000132,2018-07-29T10:16:03Z,impression,0,0,Facebook
A000132,2018-07-16T08:55:17Z,impression,0,0,Facebook
A000132,2018-07-14T16:51:41Z,impression,0,0,Facebook
A000132,2018-07-29T00:21:16Z,impression,0,0,Facebook
A000133,2018-07-17T17:46:32Z,impression,0,0,Paid Search
A000133,2018-07-25T20:41:58Z,impression,0,0,Online Video
A000133,2018-07-29T18:13:50Z,impression,0,0,Facebook
A000133,2018-07-21T09:46:00Z,impression,0,0,Online Video
A000133,2018-07-14T07:20:58Z,impression,0,0,Facebook
A000133,2018-07-15T11:32:59Z,impression,0,0,Facebook
A000133,2018-07-29T10:45:55Z,impression,0,0,Paid Search
A000133,2018-07-02T16:29:24Z,impression,0,0,Facebook
A000133,2018-07-31T06:49:33Z,impression,0,0,Instagram
A000133,2018-07-09T19:06:57Z,impression,0,0,Online Video
A000133,2018-07-23T23:20:02Z,impression,0,0,Online Video
A000134,2018-07-08T16:38:55Z,impression,0,0,Facebook
A000134,2018-07-17T09:41:22Z,impression,0,0,Online Display
A000134,2018-07-24T09:57:04Z,impression,0,0,Online Video
A000134,2018-07-22T18:21:35Z,impression,0,0,Online Video
A000134,2018-07-10T18:08:57Z,impression,0,0,Online Video
A000134,2018-07-30T10:17:52Z,impression,0,0,Paid Search
A000135,2018-07-10T12:53:02Z,impression,0,0,Paid Search
A000135,2018-07-11T13:10:11Z,impression,0,0,Online Display
A000135,2018-07-13T12:46:44Z,impression,0,0,Online Display
A000135,2018-07-30T18:05:29Z,impression,0,0,Instagram
A000135,2018-07-03T05:30:06Z,impression,0,0,Paid Search
A000135,2018-07-18T20:58:17Z,impression,0,0,Online Video
A000135,2018-07-05T00:42:09Z,impression,0,0,Facebook
A000136,2018-07-10T13:34:48Z,impression,0,0,Online Video
A000136,2018-07-20T21:52:28Z,impression,0,0,Online Display
A000136,2018-07-28T12:19:18Z,impression,0,0,Paid Search
A000136,2018-07-04T11:47:30Z,impression,0,0,Facebook
A000136,2018-07-22T10:52:59Z,impression,0,0,Facebook
A000136,2018-07-21T12:30:13Z,impression,0,0,Instagram
A000136,2018-07-07T16:16:49Z,impression,0,0,Facebook
A000137,2018-07-24T23:21:01Z,impression,0,0,Online Display
A000137,2018-07-22T16:55:00Z,impression,0,0,Online Video
A000137,2018-07-25T01:54:05Z,impression,0,0,Online Video
A000138,2018-07-26T12:38:03Z,impression,0,0,Paid Search
A000138,2018-07-12T17:58:52Z,impression,0,0,Online Video
A000138,2018-07-30T08:34:10Z,impression,0,0,Facebook
A000138,2018-07-01T19:27:06Z,impression,0,0,Facebook
A000138,2018-07-03T14:09:12Z,impression,0,0,Instagram
A000138,2018-07-07T20:29:49Z,impression,0,0,Instagram
A000138,2018-07-22T18:59:41Z,impression,0,0,Online Video
A000138,2018-07-24T10:18:56Z,impression,0,0,Online Video
A000138,2018-07-12T18:59:48Z,impression,0,0,Facebook
A000139,2018-07-29T10:57:54Z,impression,0,0,Online Display
A000139,2018-07-15T14:34:28Z,impression,0,0,Online Video
A000139,2018-07-01T15:16:22Z,impression,0,0,Instagram
A000140,2018-07-06T08:34:33Z,impression,0,0,Instagram
A000140,2018-07-16T10:16:05Z,impression,0,0,Facebook
A000140,2018-07-04T13:48:13Z,impression,0,0,Paid Search
A000140,2018-07-24T08:11:23Z,impression,0,0,Instagram
A000140,2018-07-31T09:02:07Z,impression,0,0,Facebook
A000140,2018-07-18T08:43:28Z,impression,0,0,Facebook
A000140,2018-07-12T09:32:17Z,impression,0,0,Paid Search
A000140,2018-07-24T20:40:01Z,conversion,1,7.5,Facebook
A000140,2018-07-14T14:35:17Z,impression,0,0,Facebook
A000140,2018-07-13T10:27:34Z,impression,0,0,Facebook
A000141,2018-07-20T11:30:29Z,conversion,1,6.5,Facebook
A000141,2018-07-01T15:28:38Z,impression,0,0,Paid Search
A000141,2018-07-19T06:50:01Z,impression,0,0,Online Video
A000141,2018-07-16T15:43:06Z,impression,0,0,Instagram
A000141,2018-07-17T15:47:12Z,impression,0,0,Paid Search
A000141,2018-07-05T10:54:48Z,impression,0,0,Paid Search
A000141,2018-07-05T22:53:46Z,impression,0,0,Online Video
A000141,2018-07-19T03:17:41Z,impression,0,0,Paid Search
A000141,2018-07-11T09:16:14Z,impression,0,0,Online Display
A000141,2018-07-20T08:15:54Z,impression,0,0,Facebook
A000141,2018-07-01T15:21:37Z,impression,0,0,Paid Search
A000141,2018-07-03T19:51:00Z,impression,0,0,Paid Search
A000141,2018-07-12T18:38:45Z,impression,0,0,Facebook
A000141,2018-07-11T19:15:46Z,impression,0,0,Instagram
A000142,2018-07-08T07:33:47Z,impression,0,0,Instagram
A000142,2018-07-29T12:25:50Z,impression,0,0,Online Display
A000142,2018-07-04T10:33:50Z,conversion,1,5.5,Paid Search
A000142,2018-07-25T12:30:45Z,impression,0,0,Paid Search
A000142,2018-07-26T01:45:46Z,impression,0,0,Paid Search
A000142,2018-07-26T12:26:54Z,impression,0,0,Facebook
A000142,2018-07-18T23:21:01Z,impression,0,0,Online Video
A000142,2018-07-18T18:16:53Z,impression,0,0,Paid Search
A000142,2018-07-18T20:03:01Z,impression,0,0,Online Video
A000143,2018-07-14T16:46:07Z,impression,0,0,Facebook
A000143,2018-07-18T09:51:50Z,impression,0,0,Paid Search
A000143,2018-07-09T11:40:59Z,impression,0,0,Paid Search
A000143,2018-07-11T21:48:14Z,impression,0,0,Online Video
A000143,2018-07-21T15:10:58Z,impression,0,0,Paid Search
A000143,2018-07-30T20:49:18Z,impression,0,0,Instagram
A000144,2018-07-26T08:27:56Z,impression,0,0,Facebook
A000144,2018-07-01T15:00:27Z,impression,0,0,Online Video
A000144,2018-07-30T09:51:16Z,impression,0,0,Paid Search
A000144,2018-07-14T18:24:36Z,impression,0,0,Online Video
A000144,2018-07-15T11:47:33Z,impression,0,0,Instagram
A000144,2018-07-21T15:23:10Z,impression,0,0,Online Display
A000144,2018-07-26T19:30:54Z,impression,0,0,Facebook
A000144,2018-07-25T09:01:06Z,impression,0,0,Facebook
A000145,2018-07-06T19:51:03Z,impression,0,0,Online Display
A000145,2018-07-17T11:43:28Z,impression,0,0,Facebook
A000145,2018-07-23T13:15:48Z,impression,0,0,Online Display
A000145,2018-07-14T17:03:51Z,impression,0,0,Paid Search
A000145,2018-07-09T08:04:14Z,impression,0,0,Online Display
A000145,2018-07-29T23:49:48Z,impression,0,0,Instagram
A000145,2018-07-10T17:25:44Z,impression,0,0,Facebook
A000145,2018-07-20T16:42:24Z,impression,0,0,Facebook
A000145,2018-07-30T09:22:07Z,impression,0,0,Facebook
A000146,2018-07-19T15:43:21Z,impression,0,0,Facebook
A000146,2018-07-22T11:59:20Z,impression,0,0,Paid Search
A000146,2018-07-01T17:23:19Z,impression,0,0,Instagram
A000146,2018-07-23T10:23:44Z,impression,0,0,Online Video
A000146,2018-07-30T11:02:29Z,impression,0,0,Instagram
A000146,2018-07-17T00:06:44Z,impression,0,0,Paid Search
A000146,2018-07-06T15:54:29Z,impression,0,0,Paid Search
A000147,2018-07-23T12:54:19Z,impression,0,0,Paid Search
A000147,2018-07-14T00:44:37Z,impression,0,0,Instagram
A000147,2018-07-06T22:40:36Z,impression,0,0,Online Display
A000147,2018-07-26T08:00:08Z,impression,0,0,Online Video
A000148,2018-07-03T13:15:13Z,impression,0,0,Paid Search
A000148,2018-07-02T12:57:08Z,impression,0,0,Facebook
A000148,2018-07-03T08:57:25Z,impression,0,0,Instagram
A000148,2018-07-24T09:22:15Z,impression,0,0,Instagram
A000149,2018-07-16T11:29:06Z,impression,0,0,Paid Search
A000149,2018-07-17T14:57:20Z,impression,0,0,Paid Search
A000149,2018-07-14T09:18:00Z,impression,0,0,Online Video
A000149,2018-07-05T23:04:31Z,impression,0,0,Paid Search
A000149,2018-07-06T16:42:52Z,impression,0,0,Paid Search
A000149,2018-07-03T18:38:39Z,impression,0,0,Paid Search
A000149,2018-07-16T17:30:29Z,impression,0,0,Paid Search
A000149,2018-07-08T19:38:39Z,impression,0,0,Instagram
A000150,2018-07-22T10:50:22Z,impression,0,0,Facebook
A000150,2018-07-13T19:45:31Z,impression,0,0,Facebook
A000150,2018-07-11T13:26:09Z,impression,0,0,Facebook
A000150,2018-07-21T12:50:14Z,impression,0,0,Instagram
A000150,2018-07-06T18:41:56Z,impression,0,0,Online Video
A000150,2018-07-14T16:08:36Z,impression,0,0,Paid Search
A000150,2018-07-23T23:44:51Z,impression,0,0,Facebook
A000151,2018-07-03T13:31:33Z,impression,0,0,Paid Search
A000151,2018-07-30T09:53:37Z,impression,0,0,Instagram
A000151,2018-07-27T10:52:14Z,impression,0,0,Paid Search
A000151,2018-07-13T09:46:03Z,impression,0,0,Instagram
A000151,2018-07-04T16:16:35Z,impression,0,0,Paid Search
A000151,2018-07-22T15:41:46Z,impression,0,0,Facebook
A000151,2018-07-24T12:46:38Z,impression,0,0,Facebook
A000151,2018-07-27T12:35:45Z,impression,0,0,Facebook
A000152,2018-07-11T10:24:29Z,impression,0,0,Facebook
A000152,2018-07-15T08:45:51Z,impression,0,0,Online Display
A000152,2018-07-19T15:03:19Z,impression,0,0,Online Display
A000152,2018-07-14T12:26:50Z,impression,0,0,Online Display
A000152,2018-07-15T20:24:38Z,impression,0,0,Online Video
A000152,2018-07-10T16:59:47Z,impression,0,0,Facebook
A000152,2018-07-05T17:23:22Z,impression,0,0,Instagram
A000152,2018-07-21T14:02:47Z,impression,0,0,Facebook
A000153,2018-07-07T11:02:39Z,impression,0,0,Instagram
A000153,2018-07-30T07:22:01Z,impression,0,0,Facebook
A000153,2018-07-26T23:33:40Z,impression,0,0,Paid Search
A000153,2018-07-20T20:49:12Z,impression,0,0,Facebook
A000153,2018-07-11T20:37:17Z,conversion,1,8,Instagram
A000153,2018-07-19T11:24:00Z,impression,0,0,Paid Search
A000153,2018-07-17T19:53:09Z,impression,0,0,Online Video
A000153,2018-07-06T21:25:08Z,impression,0,0,Facebook
A000153,2018-07-14T12:13:23Z,impression,0,0,Facebook
A000153,2018-07-23T11:56:10Z,impression,0,0,Facebook
A000153,2018-07-19T17:08:15Z,impression,0,0,Online Video
A000153,2018-07-21T14:34:16Z,impression,0,0,Online Display
A000153,2018-07-30T14:05:31Z,impression,0,0,Facebook
A000153,2018-07-07T11:34:48Z,impression,0,0,Facebook
A000153,2018-07-11T15:40:20Z,impression,0,0,Online Video
A000154,2018-07-19T13:49:34Z,impression,0,0,Online Display
A000154,2018-07-18T11:02:01Z,impression,0,0,Online Display
A000154,2018-07-16T15:10:55Z,impression,0,0,Online Video
A000154,2018-07-17T06:35:37Z,impression,0,0,Instagram
A000154,2018-07-18T10:44:07Z,impression,0,0,Online Video
A000154,2018-07-15T14:46:06Z,impression,0,0,Online Video
A000155,2018-07-03T18:13:54Z,impression,0,0,Facebook
A000155,2018-07-04T10:34:52Z,impression,0,0,Instagram
A000155,2018-07-10T14:10:12Z,impression,0,0,Facebook
A000155,2018-07-18T16:16:36Z,impression,0,0,Facebook
A000155,2018-07-04T22:11:50Z,impression,0,0,Paid Search
A000155,2018-07-22T21:26:24Z,impression,0,0,Online Video
A000155,2018-07-02T21:15:38Z,impression,0,0,Facebook
A000156,2018-07-27T10:51:43Z,impression,0,0,Facebook
A000156,2018-07-31T12:12:26Z,impression,0,0,Facebook
A000156,2018-07-14T13:28:04Z,impression,0,0,Instagram
